,County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State_Code,County_Name
2760,"Mahoning County, OH",39099.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,OH,Mahoning County
2769,"Montgomery County, OH",39113.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,126.0,OH,Montgomery County
2770,"Montgomery County, OH",39113.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,OH,Montgomery County
2782,"Portage County, OH",39133.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OH,Portage County
2789,"Scioto County, OH",39145.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,OH,Scioto County
2793,"Stark County, OH",39151.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,OH,Stark County
2796,"Summit County, OH",39153.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,OH,Summit County
2799,"Trumbull County, OH",39155.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,OH,Trumbull County
2806,"Warren County, OH",39165.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH,Warren County
2822,"Canadian County, OK",40017.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OK,Canadian County
2828,"Cleveland County, OK",40027.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OK,Cleveland County
2835,"Creek County, OK",40037.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,OK,Creek County
2843,"Grady County, OK",40051.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OK,Grady County
2869,"Muskogee County, OK",40101.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,OK,Muskogee County
2874,"Oklahoma County, OK",40109.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0,OK,Oklahoma County
2875,"Oklahoma County, OK",40109.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,OK,Oklahoma County
2876,"Oklahoma County, OK",40109.0,2004,All other drug-induced causes,D9,10.0,OK,Oklahoma County
2895,"Tulsa County, OK",40143.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,89.0,OK,Tulsa County
2896,"Tulsa County, OK",40143.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,OK,Tulsa County
2907,"Clackamas County, OR",41005.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,OR,Clackamas County
2908,"Clackamas County, OR",41005.0,2004,All other drug-induced causes,D9,12.0,OR,Clackamas County
2924,"Jackson County, OR",41029.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,OR,Jackson County
2925,"Jackson County, OR",41029.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,OR,Jackson County
2934,"Lane County, OR",41039.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,OR,Lane County
2935,"Lane County, OR",41039.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,OR,Lane County
2943,"Marion County, OR",41047.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OR,Marion County
2944,"Marion County, OR",41047.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,OR,Marion County
2948,"Multnomah County, OR",41051.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0,OR,Multnomah County
2949,"Multnomah County, OR",41051.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,OR,Multnomah County
2950,"Multnomah County, OR",41051.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0,OR,Multnomah County
2951,"Multnomah County, OR",41051.0,2004,All other drug-induced causes,D9,39.0,OR,Multnomah County
2963,"Washington County, OR",41067.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,OR,Washington County
2969,"Allegheny County, PA",42003.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,173.0,PA,Allegheny County
2970,"Allegheny County, PA",42003.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,PA,Allegheny County
2974,"Beaver County, PA",42007.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,PA,Beaver County
2977,"Berks County, PA",42011.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,PA,Berks County
2980,"Blair County, PA",42013.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,PA,Blair County
2983,"Bucks County, PA",42017.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,PA,Bucks County
2984,"Bucks County, PA",42017.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,PA,Bucks County
2987,"Butler County, PA",42019.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,PA,Butler County
2989,"Cambria County, PA",42021.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,PA,Cambria County
2993,"Centre County, PA",42027.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA,Centre County
2995,"Chester County, PA",42029.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,PA,Chester County
2999,"Clearfield County, PA",42033.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,PA,Clearfield County
3004,"Cumberland County, PA",42041.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA,Cumberland County
3006,"Dauphin County, PA",42043.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,PA,Dauphin County
3008,"Delaware County, PA",42045.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,PA,Delaware County
3009,"Delaware County, PA",42045.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,PA,Delaware County
3010,"Delaware County, PA",42045.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,PA,Delaware County
3014,"Erie County, PA",42049.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,PA,Erie County
3016,"Fayette County, PA",42051.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,PA,Fayette County
3026,"Lackawanna County, PA",42069.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,PA,Lackawanna County
3028,"Lancaster County, PA",42071.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,PA,Lancaster County
3031,"Lawrence County, PA",42073.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,PA,Lawrence County
3034,"Lehigh County, PA",42077.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,PA,Lehigh County
3035,"Lehigh County, PA",42077.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,PA,Lehigh County
3038,"Luzerne County, PA",42079.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,PA,Luzerne County
3044,"Mercer County, PA",42085.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,PA,Mercer County
3046,"Mifflin County, PA",42087.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA,Mifflin County
3048,"Monroe County, PA",42089.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA,Monroe County
3050,"Montgomery County, PA",42091.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,PA,Montgomery County
3051,"Montgomery County, PA",42091.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,PA,Montgomery County
3055,"Northampton County, PA",42095.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,PA,Northampton County
3060,"Philadelphia County, PA",42101.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,286.0,PA,Philadelphia County
3061,"Philadelphia County, PA",42101.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,PA,Philadelphia County
3062,"Philadelphia County, PA",42101.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0,PA,Philadelphia County
3063,"Philadelphia County, PA",42101.0,2004,All other drug-induced causes,D9,12.0,PA,Philadelphia County
3068,"Schuylkill County, PA",42107.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,PA,Schuylkill County
3076,"Venango County, PA",42121.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,PA,Venango County
3079,"Washington County, PA",42125.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,PA,Washington County
3081,"Wayne County, PA",42127.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,PA,Wayne County
3083,"Westmoreland County, PA",42129.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,PA,Westmoreland County
3087,"York County, PA",42133.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,PA,York County
3091,"Kent County, RI",44003.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,RI,Kent County
3094,"Newport County, RI",44005.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,RI,Newport County
3096,"Providence County, RI",44007.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,RI,Providence County
3097,"Providence County, RI",44007.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,52.0,RI,Providence County
3103,"Aiken County, SC",45003.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,SC,Aiken County
3107,"Anderson County, SC",45007.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,SC,Anderson County
3114,"Berkeley County, SC",45015.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,SC,Berkeley County
3117,"Charleston County, SC",45019.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,SC,Charleston County
3135,"Greenville County, SC",45045.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,SC,Greenville County
3140,"Horry County, SC",45051.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,SC,Horry County
3149,"Lexington County, SC",45063.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,SC,Lexington County
3157,"Oconee County, SC",45073.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,SC,Oconee County
3160,"Pickens County, SC",45077.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,SC,Pickens County
3162,"Richland County, SC",45079.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,SC,Richland County
3166,"Spartanburg County, SC",45083.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,SC,Spartanburg County
3173,"York County, SC",45091.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,SC,York County
3246,"Blount County, TN",47009.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TN,Blount County
3262,"Davidson County, TN",47037.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0,TN,Davidson County
3275,"Greene County, TN",47059.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,TN,Greene County
3279,"Hamilton County, TN",47065.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TN,Hamilton County
3295,"Knox County, TN",47093.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,TN,Knox County
3296,"Knox County, TN",47093.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,TN,Knox County
3323,"Putnam County, TN",47141.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TN,Putnam County
3326,"Roane County, TN",47145.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TN,Roane County
3329,"Rutherford County, TN",47149.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TN,Rutherford County
3334,"Sevier County, TN",47155.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TN,Sevier County
3336,"Shelby County, TN",47157.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0,TN,Shelby County
3341,"Sullivan County, TN",47163.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,TN,Sullivan County
3342,"Sullivan County, TN",47163.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,TN,Sullivan County
3357,"Williamson County, TN",47187.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TN,Williamson County
3359,"Wilson County, TN",47189.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TN,Wilson County
3361,"Anderson County, TX",48001.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX,Anderson County
3377,"Bexar County, TX",48029.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0,TX,Bexar County
3378,"Bexar County, TX",48029.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,TX,Bexar County
3379,"Bexar County, TX",48029.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,TX,Bexar County
3380,"Bexar County, TX",48029.0,2004,All other drug-induced causes,D9,41.0,TX,Bexar County
3386,"Brazoria County, TX",48039.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX,Brazoria County
3400,"Cameron County, TX",48061.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,TX,Cameron County
3414,"Collin County, TX",48085.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,TX,Collin County
3415,"Collin County, TX",48085.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,TX,Collin County
3431,"Dallas County, TX",48113.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,144.0,TX,Dallas County
3432,"Dallas County, TX",48113.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,TX,Dallas County
3433,"Dallas County, TX",48113.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0,TX,Dallas County
3434,"Dallas County, TX",48113.0,2004,All other drug-induced causes,D9,12.0,TX,Dallas County
3440,"Denton County, TX",48121.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX,Denton County
3448,"Ector County, TX",48135.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX,Ector County
3452,"El Paso County, TX",48141.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,TX,El Paso County
3468,"Galveston County, TX",48167.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,TX,Galveston County
3486,"Harris County, TX",48201.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,293.0,TX,Harris County
3487,"Harris County, TX",48201.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,62.0,TX,Harris County
3488,"Harris County, TX",48201.0,2004,All other drug-induced causes,D9,30.0,TX,Harris County
3498,"Hidalgo County, TX",48215.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX,Hidalgo County
3515,"Jefferson County, TX",48245.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX,Jefferson County
3542,"Lubbock County, TX",48303.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX,Lubbock County
3547,"McLennan County, TX",48309.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX,McLennan County
3564,"Montgomery County, TX",48339.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,TX,Montgomery County
3574,"Nueces County, TX",48355.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX,Nueces County
3575,"Nueces County, TX",48355.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,TX,Nueces County
3580,"Orange County, TX",48361.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX,Orange County
3584,"Parker County, TX",48367.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX,Parker County
3614,"Smith County, TX",48423.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,TX,Smith County
3623,"Tarrant County, TX",48439.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,108.0,TX,Tarrant County
3624,"Tarrant County, TX",48439.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,TX,Tarrant County
3627,"Taylor County, TX",48441.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX,Taylor County
3634,"Travis County, TX",48453.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,TX,Travis County
3635,"Travis County, TX",48453.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,TX,Travis County
3650,"Webb County, TX",48479.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX,Webb County
3654,"Wichita County, TX",48485.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX,Wichita County
3659,"Williamson County, TX",48491.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX,Williamson County
3674,"Davis County, UT",49011.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,UT,Davis County
3687,"Salt Lake County, UT",49035.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,UT,Salt Lake County
3688,"Salt Lake County, UT",49035.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,UT,Salt Lake County
3689,"Salt Lake County, UT",49035.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,109.0,UT,Salt Lake County
3690,"Salt Lake County, UT",49035.0,2004,All other drug-induced causes,D9,25.0,UT,Salt Lake County
3699,"Utah County, UT",49049.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,UT,Utah County
3700,"Utah County, UT",49049.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,32.0,UT,Utah County
3706,"Weber County, UT",49057.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,25.0,UT,Weber County
3751,"Fairfax County, VA",51059.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,VA,Fairfax County
3767,"Henrico County, VA",51087.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,VA,Henrico County
3777,"Lee County, VA",51105.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA,Lee County
3799,"Prince William County, VA",51153.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,VA,Prince William County
3807,"Russell County, VA",51167.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA,Russell County
3817,"Tazewell County, VA",51185.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA,Tazewell County
3822,"Wise County, VA",51195.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA,Wise County
3831,"Chesapeake city, VA",51550.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA,Chesapeake city
3850,"Newport News city, VA",51700.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,VA,Newport News city
3853,"Norfolk city, VA",51710.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,VA,Norfolk city
3859,"Portsmouth city, VA",51740.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,VA,Portsmouth city
3862,"Richmond city, VA",51760.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,VA,Richmond city
3865,"Roanoke city, VA",51770.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA,Roanoke city
3871,"Virginia Beach city, VA",51810.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,VA,Virginia Beach city
3879,"Benton County, WA",53005.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA,Benton County
